"ЛИЦЕВОЙ","ХВС ВАННА НОМЕР","ХВС ВАННЯ ПОКАЗ","ХВС ТУАЛЕТ НОМЕР","ХВС ТУАЛЕТ ПОКАЗ","ХВС КУХНЯ НОМЕР","ХВС КУХНЯ ПОКАЗ","ПОЛИВ НОМЕР","ПОЛИВ ПОКАЗ","ГВС ВАННА НОМЕР","ГВС ВАННЯ ПОКАЗ","ГВС ТУАЛЕТ НОМЕР","ГВС ТУАЛЕТ ПОКАЗ","ГВС КУХНЯ НОМЕР","ГВС КУХНЯ ПОКАЗ","ОБРАТКА НОМЕР","ОБРАТКА ПОКАЗ"
"1210040420","54367","992","","0","","0","","0","68587","480","","0","","0","","0"
"1210040430","4557078","2045","","0","","0","","0","3113","140","","0","","0","","0"
"1210040440","3954194","605","","0","","0","","0","4829279","221","","0","","0","","0"
"1210040450","7564652","40","","0","","0","","0","7290125","27","","0","","0","","0"
"1210040460","362260","199","","0","","0","","0","543299","209","","0","","0","","0"
"1210040470","121622","1682","","0","","0","","0","155380","1100","","0","","0","","0"
"1210040480","","0","","0","","0","","0","","0","","0","","0","","0"
"1210040490","119647","188","","0","","0","","0","269172","58","","0","","0","","0"
"1210040500","1181820","1796","","0","","0","","0","1186667","356","","0","","0","","0"
"1210040510","6278418","1301","","0","","0","","0","6012535","677","","0","","0","","0"
"1210040520","3297771","725","","0","","0","","0","2525717","372","","0","","0","","0"
"1210040530","2857662","1554","","0","","0","","0","2526613","939","","0","","0","","0"
"1210040540","2358043","1105","","0","","0","","0","2341382","526","","0","","0","","0"
"1210040550","280472","1577","","0","","0","","0","269458","818","","0","","0","","0"
"1210040560","15001","712","","0","","0","","0","20916","201","","0","","0","","0"
"1210040570","92172","620","","0","","0","","0","584376","166","","0","","0","","0"
"1210040580","5131884","942","","0","","0","","0","4891636","433","","0","","0","","0"
"1210040590","386315","1860","","0","","0","","0","385188","556","","0","","0","","0"
"1210040600","551892","556","","0","","0","","0","493513","160","","0","","0","","0"
"1210040610","568004","724","","0","","0","","0","598401","336","","0","","0","","0"
"1210040620","626402","913","","0","","0","","0","694506","471","","0","","0","","0"
"1210040630","504394","714","","0","","0","","0","308136","48","","0","","0","","0"
"1210040640","4827803","788","","0","","0","","0","4892338","401","","0","","0","","0"
"1210040650","419141","22","","0","","0","","0","510834","3","","0","","0","","0"
"1210040660","354991","612","","0","","0","","0","364667","351","","0","","0","","0"
"1210040670","","0","","0","","0","","0","","0","","0","","0","","0"
"1210040680","9200196423","1","","0","","0","","0","46755","28","","0","","0","","0"
"1210050010","446597","874","","0","","0","","0","460718","758","","0","","0","","0"
"1210050020","155990","833","","0","","0","","0","163986","387","","0","","0","","0"
"1210050030","458070","1140","","0","","0","","0","464088","755","","0","","0","","0"
"1210050040","526558","1092","","0","","0","","0","547648","355","","0","","0","","0"
"1210050050","101972240","281","","0","","0","","0","101898182","50","","0","","0","","0"
"1210050060","2566152","413","","0","","0","","0","2598838","177","","0","","0","","0"
"1210050070","169558","541","","0","","0","","0","115710","76","","0","","0","","0"
"1210050080","4828014","1084","","0","","0","","0","4817798","687","","0","","0","","0"
"1210050090","420524","1859","","0","","0","","0","379340","1225","","0","","0","","0"
"1210050100","71786","1242","","0","","0","","0","44660","677","","0","","0","","0"
"1210050110","90966","683","","0","","0","","0","109888","182","","0","","0","","0"
"1210050120","313084","651","","0","","0","","0","296936","546","","0","","0","","0"
"1210050130","42759","66","","0","","0","","0","45035","18","","0","","0","","0"
"1210050140","833537","1140","","0","","0","","0","834326","373","","0","","0","","0"
"1210050150","4732314","2334","","0","","0","","0","4819625","594","","0","","0","","0"
"1210050160","4788491","855","","0","","0","","0","558317","199","","0","","0","","0"
"1210050170","4827473","1261","","0","","0","","0","4756280","493","","0","","0","","0"
"1210050180","4025034","936","","0","","0","","0","3806600","474","","0","","0","","0"
"1210050190","240141","1652","","0","","0","","0","4806","292","","0","","0","","0"
"1210050200","4108680","2029","","0","","0","","0","4076804","636","","0","","0","","0"
"1210050210","424351","1121","","0","","0","","0","279459","665","","0","","0","","0"
"1210050220","4145945","1443","","0","","0","","0","4077175","957","","0","","0","","0"
"1210050230","4024340","1560","","0","","0","","0","4821768","538","","0","","0","","0"
"1210050240","","0","","0","","0","","0","","0","","0","","0","","0"
"1210050250","","0","","0","","0","","0","","0","","0","","0","","0"
"1210050260","12342","1204","","0","","0","","0","426102","539","","0","","0","","0"
"1210050270","4146204","1185","","0","","0","","0","4136192","552","","0","","0","","0"
"1210050280","395071","319","","0","","0","","0","83926","54","","0","","0","","0"
"1210050290","395043","854","","0","","0","","0","170212","169","","0","","0","","0"
"1210050300","","0","","0","","0","","0","","0","","0","","0","","0"
"1210050310","387480","1123","","0","","0","","0","428624","134","","0","","0","","0"
"1210050320","395044","1824","","0","","0","","0","376851","1089","","0","","0","","0"
"1210050330","87869","1193","","0","","0","","0","110574","289","","0","","0","","0"
"1210050340","3347571","1539","","0","","0","","0","3338047","555","","0","","0","","0"
"1210050350","3047954","575","","0","","0","","0","3065524","271","","0","","0","","0"
"1210050360","184440","669","","0","","0","","0","283137","362","","0","","0","","0"
"1210050370","3164488","748","","0","","0","","0","3197750","222","","0","","0","","0"
"1210050380","3307505","1362","","0","","0","","0","3194864","137","","0","","0","","0"
"1210050390","337356","780","","0","","0","","0","506954","563","","0","","0","","0"
"1210050400","545225","1305","","0","","0","","0","559606","717","","0","","0","","0"
"1210050410","3282657","366","","0","","0","","0","3194766","141","","0","","0","","0"
"1210050420","210934","945","","0","","0","","0","170945","572","","0","","0","","0"
"1210050430","311549","601","","0","","0","","0","308335","91","","0","","0","","0"
"1210050440","184432","607","","0","","0","","0","180769","205","","0","","0","","0"
"1210050450","890426803","750","","0","","0","","0","890379103","693","","0","","0","","0"
"1210050460","424206","930","","0","","0","","0","426392","21","","0","","0","","0"
"1210050470","304308","1242","","0","","0","","0","296929","617","","0","","0","","0"
"1210050480","265568","58","","0","","0","","0","250005","15","","0","","0","","0"
"1210050490","4480165","746","","0","","0","","0","5018417","209","","0","","0","","0"
"1210050500","501312","1724","","0","","0","","0","500914","448","","0","","0","","0"
"1210050510","3047459","1515","","0","","0","","0","2988942","568","","0","","0","","0"
"1210050520","43388","106","","0","","0","","0","45774","87","","0","","0","","0"
"1210050530","225721","112","","0","","0","","0","227363","48","","0","","0","","0"
"1210050540","102055","907","","0","","0","","0","117353","269","","0","","0","","0"
"1210050550","630894","1312","","0","","0","","0","629973","466","","0","","0","","0"
"1210050560","191682","872","","0","","0","","0","598090","141","","0","","0","","0"
"1210050570","322294","600","","0","","0","","0","328050","476","","0","","0","","0"
"1210050580","337771","793","","0","","0","","0","338386","209","","0","","0","","0"
"1210050590","697266","1637","","0","","0","","0","306416","183","","0","","0","","0"
"1210050600","297420","315","","0","","0","","0","289898","1","","0","","0","","0"
"1210050610","10103908","505","","0","","0","","0","9248568","211","","0","","0","","0"
"1210050620","8170871","75","","0","","0","","0","7935233","1","","0","","0","","0"
"1210050630","82422","727","","0","","0","","0","86194","67","","0","","0","","0"
"1210050640","82342","35","","0","","0","","0","70585","14","","0","","0","","0"
"1210050650","5209459","73","","0","","0","","0","5229262","9","","0","","0","","0"
"1210050660","174098","403","","0","","0","","0","174101","140","","0","","0","","0"
"1210050671","","0","","0","","0","","0","","0","","0","","0","","0"
"1210050672","","0","","0","","0","","0","","0","","0","","0","","0"
"1210050680","304315","418","","0","","0","","0","295358","130","","0","","0","","0"
"1210060010","169963","833","","0","","0","","0","186280","604","","0","","0","","0"
"1210060020","834320","3067","","0","","0","","0","834329","1082","","0","","0","","0"
"1210060030","5038644","1313","","0","","0","","0","5006540","1060","","0","","0","","0"
"1210060040","","0","","0","","0","","0","","0","","0","","0","","0"
"1210060050","","0","","0","","0","","0","","0","","0","","0","","0"
"1210060060","3928157","1008","","0","","0","","0","3806191","344","","0","","0","","0"
"1210060070","93657","329","","0","","0","","0","5332","133","","0","","0","","0"
"1210060080","4524","1705","","0","","0","","0","9200122442","1","","0","","0","","0"
"1210060090","244728","1662","","0","","0","","0","225156","713","","0","","0","","0"
"1210060100","519398","1274","","0","","0","","0","558221","720","","0","","0","","0"
"1210060110","514273","654","","0","","0","","0","426737","318","","0","","0","","0"
"1210060120","4108891","1818","","0","","0","","0","4098828","896","","0","","0","","0"
"1210060130","4489092","1455","","0","","0","","0","5005119","538","","0","","0","","0"
"1210060140","3928089","1281","","0","","0","","0","2988709","664","","0","","0","","0"
"1210060150","697552","2222","","0","","0","","0","698193","1011","","0","","0","","0"
"1210060160","4023012","1165","","0","","0","","0","4817045","743","","0","","0","","0"
"1210060170","5256506","1489","","0","","0","","0","4458719","1166","","0","","0","","0"
"1210060180","1181813","526","","0","","0","","0","1186663","223","","0","","0","","0"
"1210060190","489844","278","","0","","0","","0","01-00925","249","","0","","0","","0"
"1210060200","599219","571","","0","","0","","0","598825","113","","0","","0","","0"
"1210060210","237224","1048","","0","","0","","0","8019330","3","","0","","0","","0"
"1210060220","4484289","1353","","0","","0","","0","4457312","705","","0","","0","","0"
"1210060230","01-00707","1483","","0","","0","","0","01-00793","781","","0","","0","","0"
"1210060240","304955","776","","0","","0","","0","308239","4","","0","","0","","0"
"1210060250","4920936","1540","","0","","0","","0","4892599","1086","","0","","0","","0"
"1210060260","160606","912","","0","","0","","0","111297","357","","0","","0","","0"
"1210060270","4920813","770","","0","","0","","0","4816798","414","","0","","0","","0"
"1210060280","294244","750","","0","","0","","0","67556","365","","0","","0","","0"
"1210060290","91478","46","","0","","0","","0","","0","","0","","0","","0"
"1210060300","б/н","35","","0","","0","","0","б/н","4","","0","","0","","0"
"1210060310","320462","898","","0","","0","","0","301460","425","","0","","0","","0"
"1210060320","19279","1120","","0","","0","","0","483564","670","","0","","0","","0"
"1210060330","186674","2239","","0","","0","","0","132883","536","","0","","0","","0"
"1210060340","4973704","1650","","0","","0","","0","3816271","742","","0","","0","","0"
"1210060350","120357","1218","","0","","0","","0","130157","842","","0","","0","","0"
"1210060360","216927","861","","0","","0","","0","244166","337","","0","","0","","0"
"1210060370","424341","1177","","0","","0","","0","279471","609","","0","","0","","0"
"1210060380","698691","620","","0","","0","","0","545685","493","","0","","0","","0"
"1210060390","б/н","96","","0","","0","","0","б/н","1","","0","","0","","0"
"1210060400","214894","1201","","0","","0","","0","180930","383","","0","","0","","0"
"1210060410","96881","625","","0","","0","","0","93710","132","","0","","0","","0"
"1210060420","","0","","0","","0","","0","","0","","0","","0","","0"
"1210060430","676373","1556","","0","","0","","0","686895","768","","0","","0","","0"
"1210060440","159545","202","","0","","0","","0","166490","57","","0","","0","","0"
"1210060450","506365","315","","0","","0","","0","495887","147","","0","","0","","0"
"1210060460","4024779","802","","0","","0","","0","4000665","570","","0","","0","","0"
"1210060470","559761","1635","","0","","0","","0","561007","767","","0","","0","","0"
"1210060480","","0","","0","","0","","0","","0","","0","","0","","0"
"1210060490","139233","260","","0","","0","","0","88707","5","","0","","0","","0"
"1210060500","4626637","634","","0","","0","","0","4489706","297","","0","","0","","0"
"1210060510","586395","1521","","0","","0","","0","586536","398","","0","","0","","0"
"1210060520","175128","143","","0","","0","","0","253169","130","","0","","0","","0"
"1210060530","54309","326","","0","","0","","0","3286","108","","0","","0","","0"
"1210060540","642298","1088","","0","","0","","0","634803","613","","0","","0","","0"
"1210060550","552415","1151","","0","","0","","0","537204","388","","0","","0","","0"
